,sd
83458,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
83460,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBUQUERQUE,NEWMEXICO|ISPARTOF|NEWMEXICO', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
83462,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBUQUERQUE,NEWMEXICO|ISPARTOF|NEWMEXICO', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
83464,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'ALBUQUERQUE,NEWMEXICO|ISPARTOF|NEWMEXICO', 'ALBUQUERQUE,NEWMEXICO|COUNTRY|UNITEDSTATES'}"
83466,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
83468,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
83470,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
83472,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES'}"
83474,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES'}"
83476,"{'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ANGOLA,INDIANA|ISPARTOF|PLEASANTTOWNSHIP,STEUBENCOUNTY,INDIANA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES'}"
83478,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'AKRON,OHIO|ISPARTOF|SUMMITCOUNTY,OHIO', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
83480,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'AKRON,OHIO|ISPARTOF|SUMMITCOUNTY,OHIO', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
83482,"{'AKRON,OHIO|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'AKRON,OHIO|ISPARTOF|SUMMITCOUNTY,OHIO', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
83484,"{'BBC|PRODUCT|BBCRADIO', 'BBC|LOCATIONCITY|BROADCASTINGHOUSE', 'BBC|KEYPERSON|RONAFAIRHEAD', 'BANANAMAN|BROADCASTEDBY|BBC'}"
83486,"{'BBC|PRODUCT|BBCRADIO', 'BBC|LOCATIONCITY|BROADCASTINGHOUSE', 'BBC|KEYPERSON|RONAFAIRHEAD', 'BANANAMAN|BROADCASTEDBY|BBC'}"
83488,"{'BBC|PRODUCT|BBCRADIO', 'BBC|LOCATIONCITY|BROADCASTINGHOUSE', 'BBC|KEYPERSON|RONAFAIRHEAD', 'BANANAMAN|BROADCASTEDBY|BBC'}"
83490,"{'BANANAMAN|CREATOR|STEVEBRIGHT', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|JILLSHILLING'}"
83492,"{'BANANAMAN|CREATOR|STEVEBRIGHT', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|JILLSHILLING'}"
83494,"{'BANANAMAN|CREATOR|STEVEBRIGHT', 'BANANAMAN|FIRSTAIRED|1983-10-03', 'BANANAMAN|BROADCASTEDBY|STV', 'BANANAMAN|STARRING|JILLSHILLING'}"
83496,"{'BIGHERO6(FILM)|STARRING|RYANPOTTER', 'BAYMAX|SERIES|BIGHERO6(FILM)', 'DUNCANROULEAU|NATIONALITY|AMERICANS', 'BAYMAX|CREATOR|DUNCANROULEAU'}"
83498,"{'BIGHERO6(FILM)|STARRING|RYANPOTTER', 'BAYMAX|SERIES|BIGHERO6(FILM)', 'DUNCANROULEAU|NATIONALITY|AMERICANS', 'BAYMAX|CREATOR|DUNCANROULEAU'}"
83500,"{'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'ERNIECOLON|NATIONALITY|PUERTORICANS', 'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)'}"
83502,"{'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'ERNIECOLON|NATIONALITY|PUERTORICANS', 'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)'}"
83504,"{'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'ERNIECOLON|NATIONALITY|PUERTORICANS', 'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)'}"
83506,"{'AMATRICIANASAUCE|REGION|LAZIO', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'AMATRICIANASAUCE|MAININGREDIENTS|TOMATOES,GUANCIALE,CHEESE,OLIVEOIL', 'AMATRICIANASAUCE|INGREDIENT|TOMATO'}"
83508,"{'AMATRICIANASAUCE|REGION|LAZIO', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'AMATRICIANASAUCE|MAININGREDIENTS|TOMATOES,GUANCIALE,CHEESE,OLIVEOIL', 'AMATRICIANASAUCE|INGREDIENT|TOMATO'}"
83510,"{'AMATRICIANASAUCE|REGION|LAZIO', 'AMATRICIANASAUCE|COUNTRY|ITALY', 'AMATRICIANASAUCE|MAININGREDIENTS|TOMATOES,GUANCIALE,CHEESE,OLIVEOIL', 'AMATRICIANASAUCE|INGREDIENT|TOMATO'}"
83512,"{'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|PIETROGRASSO'}"
83514,"{'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|PIETROGRASSO'}"
83516,"{'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|PIETROGRASSO'}"
83518,"{'ARROSNEGRE|INGREDIENT|CUTTLEFISH', 'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83520,"{'ARROSNEGRE|INGREDIENT|CUTTLEFISH', 'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83522,"{'ARROSNEGRE|INGREDIENT|CUTTLEFISH', 'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83524,"{'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83526,"{'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83528,"{'ARROSNEGRE|COUNTRY|SPAIN', 'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS'}"
83530,"{'CATALONIA|LEADERNAME|PARLIAMENTOFCATALONIA', 'ARROSNEGRE|COUNTRY|SPAIN', 'SPAIN|ETHNICGROUP|SPANIARDS', 'ARROSNEGRE|REGION|CATALONIA'}"
83532,"{'CATALONIA|LEADERNAME|PARLIAMENTOFCATALONIA', 'ARROSNEGRE|COUNTRY|SPAIN', 'SPAIN|ETHNICGROUP|SPANIARDS', 'ARROSNEGRE|REGION|CATALONIA'}"
83534,"{'CATALONIA|LEADERNAME|PARLIAMENTOFCATALONIA', 'ARROSNEGRE|COUNTRY|SPAIN', 'SPAIN|ETHNICGROUP|SPANIARDS', 'ARROSNEGRE|REGION|CATALONIA'}"
83536,"{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'SUMATRA|ETHNICGROUP|BATAK', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83538,"{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'SUMATRA|ETHNICGROUP|BATAK', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83540,"{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY', 'SUMATRA|ETHNICGROUP|BATAK', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83542,"{'SUMATRA|ETHNICGROUP|MINANGKABAUPEOPLE', 'SUMATRA|ETHNICGROUP|MALAYS(ETHNICGROUP)', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83544,"{'SUMATRA|ETHNICGROUP|MINANGKABAUPEOPLE', 'SUMATRA|ETHNICGROUP|MALAYS(ETHNICGROUP)', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83546,"{'SUMATRA|ETHNICGROUP|MINANGKABAUPEOPLE', 'SUMATRA|ETHNICGROUP|MALAYS(ETHNICGROUP)', 'ASAMPEDAS|COUNTRY|MALAYSIA', 'ASAMPEDAS|REGION|SUMATRA'}"
83548,"{'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES'}"
83550,"{'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES'}"
83552,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES'}"
83554,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES'}"
83556,"{'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES'}"
83558,"{'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|INGREDIENT|KETCHUP'}"
83560,"{'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|INGREDIENT|KETCHUP'}"
83562,"{'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|DISHVARIATION|BLT', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|INGREDIENT|KETCHUP'}"
83564,"{'BACONSANDWICH|INGREDIENT|CONDIMENT', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN', 'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|MAININGREDIENTS|BREADANDBACON,WITHACONDIMENT,OFTENKETCHUPORBROWNSAUCE'}"
83566,"{'BACONSANDWICH|INGREDIENT|CONDIMENT', 'BACONSANDWICH|ALTERNATIVENAME|BACONBUTTY,BACONSARNIE,RASHERSANDWICH,BACONSANGER,PIECENBACON,BACONCOB,BACONBARM,BACONMUFFIN', 'BACONSANDWICH|COUNTRY|UNITEDKINGDOM', 'BACONSANDWICH|MAININGREDIENTS|BREADANDBACON,WITHACONDIMENT,OFTENKETCHUPORBROWNSAUCE'}"
83568,"{'DESSERT|DISHVARIATION|COOKIE', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|COURSE|DESSERT', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
83570,"{'DESSERT|DISHVARIATION|COOKIE', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|COURSE|DESSERT', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
83572,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG'}"
83574,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG'}"
83576,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG'}"
83578,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|FRANCE,UNITEDSTATESORCHINA', 'BAKEDALASKA|INGREDIENT|MERINGUE', 'BAKEDALASKA|REGION|HONGKONG'}"
83580,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|FRANCE,UNITEDSTATESORCHINA', 'BAKEDALASKA|INGREDIENT|MERINGUE', 'BAKEDALASKA|REGION|HONGKONG'}"
83582,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|ICECREAM', 'BAKEDALASKA|REGION|HONGKONG'}"
83584,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|ICECREAM', 'BAKEDALASKA|REGION|HONGKONG'}"
83586,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|COUNTRY|UNITEDSTATES', 'BAKEDALASKA|INGREDIENT|ICECREAM', 'BAKEDALASKA|REGION|HONGKONG'}"
83588,"{'BAKEWELLPUDDING|REGION|DERBYSHIREDALES', 'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'DERBYSHIREDALES|ISPARTOF|DERBYSHIRE', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
83590,"{'BAKEWELLPUDDING|REGION|DERBYSHIREDALES', 'BAKEWELLTART|INGREDIENT|FRUITPRESERVES', 'DERBYSHIREDALES|ISPARTOF|DERBYSHIRE', 'BAKEWELLPUDDING|DISHVARIATION|BAKEWELLTART'}"
83592,"{'BAKSO|INGREDIENT|TAPIOCA', 'BAKSO|REGION|NATIONWIDEININDONESIA,ALSOPOPULARINNEIGHBORINGSOUTHEASTASIANCOUNTRIES', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|COUNTRY|INDONESIA'}"
83594,"{'BAKSO|INGREDIENT|TAPIOCA', 'BAKSO|REGION|NATIONWIDEININDONESIA,ALSOPOPULARINNEIGHBORINGSOUTHEASTASIANCOUNTRIES', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|COUNTRY|INDONESIA'}"
83596,"{'BAKSO|INGREDIENT|TAPIOCA', 'BAKSO|REGION|NATIONWIDEININDONESIA,ALSOPOPULARINNEIGHBORINGSOUTHEASTASIANCOUNTRIES', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|COUNTRY|INDONESIA'}"
83598,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|REGION|INDONESIA', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|INGREDIENT|NOODLE'}"
83600,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|REGION|INDONESIA', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|INGREDIENT|NOODLE'}"
83602,"{'BAKSO|COUNTRY|INDONESIA', 'BAKSO|REGION|INDONESIA', 'BAKSO|MAININGREDIENTS|GROUNDBEEF,TAPIOCA,NOODLE,RICEVERMICELLI,BEEFBROTH,KAILAN,CELERY,SALTEDVEGETABLES,FRIEDSHALLOTS', 'BAKSO|INGREDIENT|NOODLE'}"
83604,"{'BANDEJAPAISA|INGREDIENT|KIDNEYBEAN', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE', 'BANDEJAPAISA|REGION|PAISAREGION'}"
83606,"{'BANDEJAPAISA|INGREDIENT|KIDNEYBEAN', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE', 'BANDEJAPAISA|REGION|PAISAREGION'}"
83608,"{'BANDEJAPAISA|INGREDIENT|KIDNEYBEAN', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE', 'BANDEJAPAISA|REGION|PAISAREGION'}"
83610,"{'BANDEJAPAISA|REGION|PAISAREGION', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|INGREDIENT|HOGAO', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
83612,"{'BANDEJAPAISA|REGION|PAISAREGION', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|INGREDIENT|HOGAO', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
83614,"{'BANDEJAPAISA|REGION|PAISAREGION', 'BANDEJAPAISA|MAININGREDIENTS|REDBEANS,PORKBELLY,WHITERICE,GROUNDMEAT,CHICHARON,FRIEDEGG,PLANTAIN(PATACONES),CHORIZO,AREPA,HOGAOSAUCE,BLACKPUDDING(MORCILLA),AVOCADOANDLEMON', 'BANDEJAPAISA|INGREDIENT|HOGAO', 'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}"
83616,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
83618,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
83620,"{'FRANCE|LEADERNAME|FRANCOISHOLLANDE', 'BARNYCAKES|COUNTRY|FRANCE', 'FRANCE|LEADERNAME|GERARDLARCHER', 'FRANCE|LANGUAGE|FRENCHLANGUAGE'}"
83622,"{'SHUMAI|INGREDIENT|SHIITAKE', 'BATAGOR|DISHVARIATION|SIOMAY', 'SIOMAY|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA'}"
83624,"{'SHUMAI|INGREDIENT|SHIITAKE', 'BATAGOR|DISHVARIATION|SIOMAY', 'SIOMAY|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA'}"
83626,"{'SHUMAI|INGREDIENT|SHIITAKE', 'BATAGOR|DISHVARIATION|SIOMAY', 'SIOMAY|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA'}"
83628,"{'BATCHOY|MAININGREDIENTS|NOODLES,PORKORGANS,VEGETABLES,CHICKEN,SHRIMP,BEEF', 'BATCHOY|COUNTRY|PHILIPPINES', 'BATCHOY|INGREDIENT|CHICKEN', 'BATCHOY|COURSE|SOUP'}"
83630,"{'BATCHOY|MAININGREDIENTS|NOODLES,PORKORGANS,VEGETABLES,CHICKEN,SHRIMP,BEEF', 'BATCHOY|COUNTRY|PHILIPPINES', 'BATCHOY|INGREDIENT|CHICKEN', 'BATCHOY|COURSE|SOUP'}"
83632,"{'BATCHOY|MAININGREDIENTS|NOODLES,PORKORGANS,VEGETABLES,CHICKEN,SHRIMP,BEEF', 'BATCHOY|COUNTRY|PHILIPPINES', 'BATCHOY|INGREDIENT|CHICKEN', 'BATCHOY|COURSE|SOUP'}"
83634,"{'BEEFKWAYTEOW|REGION|NATIONWIDEINSINGAPOREANDINDONESIA', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|INGREDIENT|OYSTERSAUCE'}"
83636,"{'BEEFKWAYTEOW|REGION|NATIONWIDEINSINGAPOREANDINDONESIA', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|INGREDIENT|OYSTERSAUCE'}"
83638,"{'BEEFKWAYTEOW|REGION|NATIONWIDEINSINGAPOREANDINDONESIA', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'BEEFKWAYTEOW|MAININGREDIENTS|KWAYTEOW,BEEFTENDERLOIN,GULAMELAKA,SLICED,DRIEDBLACKBEANS,GARLIC,DARKSOYSAUCE,LENGKUAS,OYSTERSAUCE,SOYASAUCE,CHILLIANDSESAMEOIL', 'BEEFKWAYTEOW|INGREDIENT|OYSTERSAUCE'}"
83640,"{'SINGAPORE|LEADERNAME|TONYTAN', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'BEEFKWAYTEOW|REGION|INDONESIA'}"
83642,"{'SINGAPORE|LEADERNAME|TONYTAN', 'BEEFKWAYTEOW|COUNTRY|SINGAPORE', 'SINGAPORE|LANGUAGE|STANDARDCHINESE', 'BEEFKWAYTEOW|REGION|INDONESIA'}"
