,sd
50574,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTOMTOMSK', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA'}"
50576,"{'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTOMTOMSK', 'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA'}"
50710,"{'FULTONCOUNTY,GEORGIA|COUNTRY|UNITEDSTATES'}"
50712,"{'FULTONCOUNTY,GEORGIA|COUNTRY|UNITEDSTATES'}"
50800,"{'ADAMHOLLOWAY|ALMAMATER|MAGDALENECOLLEGE,CAMBRIDGE', 'ADAMHOLLOWAY|BIRTHPLACE|KENT'}"
50802,"{'ADAMHOLLOWAY|ALMAMATER|MAGDALENECOLLEGE,CAMBRIDGE', 'ADAMHOLLOWAY|BIRTHPLACE|KENT'}"
50920,{'300NORTHLASALLE|LOCATION|CHICAGO'}
50954,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
50956,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
50958,"{'ALBANY,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALBANY,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
50960,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
50962,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
50964,"{'AL-KHORSPORTSCLUB|GROUND|ALKHOR', 'ALAAABDUL-ZAHRA|CLUB|AL-KHORSPORTSCLUB'}"
50968,"{'250DELAWAREAVENUE|LOCATION|BUFFALO,NEWYORK', '250DELAWAREAVENUE|FLOORCOUNT|12', '250DELAWAREAVENUE|ARCHITECTURALSTYLE|POSTMODERNARCHITECTURE', '250DELAWAREAVENUE|BUILDINGSTARTDATE|JANUARY,2014', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)'}"
51234,{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}
51236,{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}
51238,"{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|ISPARTOF|COMMUNITYOFMADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
51240,"{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID', 'MADRID|ISPARTOF|COMMUNITYOFMADRID', 'MADRID|LEADERPARTY|AHORAMADRID'}"
51250,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
51252,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
51254,"{'AKEEMAYERS|DRAFTPICK|39', 'AKEEMAYERS|FORMERTEAM|TENNESSEETITANS'}"
51256,"{'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)'}"
51258,"{'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)'}"
51260,"{'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0', 'ATTICA,INDIANA|POPULATIONDENSITY|783.1(INHABITANTSPERSQUAREKILOMETRE)', 'ATTICA,INDIANA|AREATOTAL|4.14(SQUAREKILOMETRES)'}"
51280,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|PIETROGRASSO'}"
51282,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|PIETROGRASSO'}"
51284,"{'ARRABBIATASAUCE|COUNTRY|ITALY', 'ITALY|CAPITAL|ROME', 'ITALY|LEADERNAME|SERGIOMATTARELLA', 'ITALY|LEADERNAME|PIETROGRASSO'}"
51326,"{'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02'}"
51328,"{'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02'}"
51334,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
51336,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
51338,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
51418,"{'BATAGOR|DISHVARIATION|SIOMAY', 'BATAGOR|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'SIOMAY|INGREDIENT|PEANUTSAUCE'}"
51420,"{'BATAGOR|DISHVARIATION|SIOMAY', 'BATAGOR|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'SIOMAY|INGREDIENT|PEANUTSAUCE'}"
51422,"{'BATAGOR|DISHVARIATION|SIOMAY', 'BATAGOR|DISHVARIATION|SHUMAI', 'BATAGOR|COUNTRY|INDONESIA', 'INDONESIA|LEADERNAME|JOKOWIDODO', 'SIOMAY|INGREDIENT|PEANUTSAUCE'}"
51436,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE'}"
51438,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE'}"
51440,"{'AZERBAIJAN|CAPITAL|BAKU', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE'}"
51516,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS'}"
51518,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS'}"
51520,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS'}"
51658,{'1097VICIA|AVERAGESPEED|17.92(KILOMETREPERSECONDS)'}
51660,{'1097VICIA|AVERAGESPEED|17.92(KILOMETREPERSECONDS)'}
51730,{'BARNYCAKES|SERVINGSIZE|30.0G'}
51732,{'BARNYCAKES|SERVINGSIZE|30.0G'}
51734,{'BARNYCAKES|SERVINGSIZE|30.0G'}
51852,"{'ACURATLX|ASSEMBLY|MARYSVILLE,OHIO', 'ACURATLX|ENGINE|HONDAKENGINE', 'ACURATLX|LAYOUT|FRONT-WHEELDRIVE/ALL-WHEELDRIVE', 'ACURATLX|CLASS|MID-SIZECAR'}"
51854,"{'ACURATLX|ASSEMBLY|MARYSVILLE,OHIO', 'ACURATLX|ENGINE|HONDAKENGINE', 'ACURATLX|LAYOUT|FRONT-WHEELDRIVE/ALL-WHEELDRIVE', 'ACURATLX|CLASS|MID-SIZECAR'}"
51856,"{'ACURATLX|ASSEMBLY|MARYSVILLE,OHIO', 'ACURATLX|ENGINE|HONDAKENGINE', 'ACURATLX|LAYOUT|FRONT-WHEELDRIVE/ALL-WHEELDRIVE', 'ACURATLX|CLASS|MID-SIZECAR'}"
51858,"{'SRILANKA|CURRENCY|SRILANKANRUPEE', 'SRILANKA|CAPITAL|SRIJAYAWARDENEPURAKOTTE', 'ADISHAMHALL|COUNTRY|SRILANKA'}"
51860,"{'SRILANKA|CURRENCY|SRILANKANRUPEE', 'SRILANKA|CAPITAL|SRIJAYAWARDENEPURAKOTTE', 'ADISHAMHALL|COUNTRY|SRILANKA'}"
51880,"{'SPORTPARKDETOEKOMST|OPERATOR|AFCAJAX', 'SPORTPARKDETOEKOMST|OWNER|AFCAJAXN.V.', 'AFCAJAX(AMATEURS)|GROUND|SPORTPARKDETOEKOMST', 'SPORTPARKDETOEKOMST|TENANT|JONGAJAX'}"
51882,"{'SPORTPARKDETOEKOMST|OPERATOR|AFCAJAX', 'SPORTPARKDETOEKOMST|OWNER|AFCAJAXN.V.', 'AFCAJAX(AMATEURS)|GROUND|SPORTPARKDETOEKOMST', 'SPORTPARKDETOEKOMST|TENANT|JONGAJAX'}"
51884,"{'SPORTPARKDETOEKOMST|OPERATOR|AFCAJAX', 'SPORTPARKDETOEKOMST|OWNER|AFCAJAXN.V.', 'AFCAJAX(AMATEURS)|GROUND|SPORTPARKDETOEKOMST', 'SPORTPARKDETOEKOMST|TENANT|JONGAJAX'}"
51914,"{'ALLANSHIVERS|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFTEXAS', 'ALLANSHIVERS|SUCCESSOR|PRICEDANIEL', 'ALLANSHIVERS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
51916,"{'ALLANSHIVERS|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFTEXAS', 'ALLANSHIVERS|SUCCESSOR|PRICEDANIEL', 'ALLANSHIVERS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
51918,"{'ALLANSHIVERS|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFTEXAS', 'ALLANSHIVERS|SUCCESSOR|PRICEDANIEL', 'ALLANSHIVERS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
51980,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|INGREDIENT|RAISIN'}"
51982,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|INGREDIENT|RAISIN'}"
51984,"{'BIONICO|REGION|GUADALAJARA', 'BIONICO|COUNTRY|MEXICO', 'BIONICO|INGREDIENT|RAISIN'}"
52012,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
52014,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
52016,"{'LEECOUNTY,ALABAMA|STATE|ALABAMA', 'AUBURN,ALABAMA|COUNTRY|UNITEDSTATES', 'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
52018,"{'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA'}"
52020,"{'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA'}"
52022,"{'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA'}"
52176,"{'CANADA|ANTHEM|OCANADA', 'CANADA|ETHNICGROUP|ASIANCANADIANS', 'CANADA|LEADERNAME|ELIZABETHII', 'AARONBOOGAARD|BIRTHPLACE|CANADA'}"
52178,"{'CANADA|ANTHEM|OCANADA', 'CANADA|ETHNICGROUP|ASIANCANADIANS', 'CANADA|LEADERNAME|ELIZABETHII', 'AARONBOOGAARD|BIRTHPLACE|CANADA'}"
52180,"{'CANADA|ANTHEM|OCANADA', 'CANADA|ETHNICGROUP|ASIANCANADIANS', 'CANADA|LEADERNAME|ELIZABETHII', 'AARONBOOGAARD|BIRTHPLACE|CANADA'}"
52240,"{'ACHARYAINSTITUTEOFTECHNOLOGY|NUMBEROFPOSTGRADUATESTUDENTS|700', 'ACHARYAINSTITUTEOFTECHNOLOGY|DIRECTOR|DR.G.P.PRABHUKUMAR', 'ACHARYAINSTITUTEOFTECHNOLOGY|AFFILIATION|VISVESVARAYATECHNOLOGICALUNIVERSITY', 'ACHARYAINSTITUTEOFTECHNOLOGY|CITY|BANGALORE', 'ACHARYAINSTITUTEOFTECHNOLOGY|CAMPUS|INSOLDEVANAHALLI,ACHARYADR.SARVAPALLIRADHAKRISHNANROAD,HESSARGHATTAMAINROAD,BANGALORE-560090.'}"
52242,"{'ACHARYAINSTITUTEOFTECHNOLOGY|NUMBEROFPOSTGRADUATESTUDENTS|700', 'ACHARYAINSTITUTEOFTECHNOLOGY|DIRECTOR|DR.G.P.PRABHUKUMAR', 'ACHARYAINSTITUTEOFTECHNOLOGY|AFFILIATION|VISVESVARAYATECHNOLOGICALUNIVERSITY', 'ACHARYAINSTITUTEOFTECHNOLOGY|CITY|BANGALORE', 'ACHARYAINSTITUTEOFTECHNOLOGY|CAMPUS|INSOLDEVANAHALLI,ACHARYADR.SARVAPALLIRADHAKRISHNANROAD,HESSARGHATTAMAINROAD,BANGALORE-560090.'}"
52256,"{'ACHARYAINSTITUTEOFTECHNOLOGY|CAMPUS|INSOLDEVANAHALLI,ACHARYADR.SARVAPALLIRADHAKRISHNANROAD,HESSARGHATTAMAINROAD,BANGALORE-560090.', 'VISVESVARAYATECHNOLOGICALUNIVERSITY|CITY|BELGAUM', 'ACHARYAINSTITUTEOFTECHNOLOGY|AFFILIATION|VISVESVARAYATECHNOLOGICALUNIVERSITY', 'ACHARYAINSTITUTEOFTECHNOLOGY|COUNTRY|INDIA'}"
52258,"{'ACHARYAINSTITUTEOFTECHNOLOGY|CAMPUS|INSOLDEVANAHALLI,ACHARYADR.SARVAPALLIRADHAKRISHNANROAD,HESSARGHATTAMAINROAD,BANGALORE-560090.', 'VISVESVARAYATECHNOLOGICALUNIVERSITY|CITY|BELGAUM', 'ACHARYAINSTITUTEOFTECHNOLOGY|AFFILIATION|VISVESVARAYATECHNOLOGICALUNIVERSITY', 'ACHARYAINSTITUTEOFTECHNOLOGY|COUNTRY|INDIA'}"
52260,"{'ACHARYAINSTITUTEOFTECHNOLOGY|CAMPUS|INSOLDEVANAHALLI,ACHARYADR.SARVAPALLIRADHAKRISHNANROAD,HESSARGHATTAMAINROAD,BANGALORE-560090.', 'VISVESVARAYATECHNOLOGICALUNIVERSITY|CITY|BELGAUM', 'ACHARYAINSTITUTEOFTECHNOLOGY|AFFILIATION|VISVESVARAYATECHNOLOGICALUNIVERSITY', 'ACHARYAINSTITUTEOFTECHNOLOGY|COUNTRY|INDIA'}"
52370,"{'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
52372,"{'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
52374,"{'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
52408,{'AL-ZAWRAASC|MANAGER|BASIMQASIM'}
52410,{'AL-ZAWRAASC|MANAGER|BASIMQASIM'}
52412,{'AL-ZAWRAASC|MANAGER|BASIMQASIM'}
52536,"{'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS', 'ARROSNEGRE|COUNTRY|SPAIN'}"
52538,"{'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS', 'ARROSNEGRE|COUNTRY|SPAIN'}"
52540,"{'ARROSNEGRE|INGREDIENT|WHITERICE', 'ARROSNEGRE|REGION|CATALONIA', 'ARROSNEGRE|MAININGREDIENTS|WHITERICE,CUTTLEFISHORSQUID,CEPHALOPODINK,CUBANELLEPEPPERS', 'ARROSNEGRE|COUNTRY|SPAIN'}"
52544,"{'ALPHARETTA,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'ALPHARETTA,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
52546,"{'ALPHARETTA,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'ALPHARETTA,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
52548,"{'ALPHARETTA,GEORGIA|ISPARTOF|GEORGIA(U.S.STATE)', 'ALPHARETTA,GEORGIA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
52584,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
52586,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
52588,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
52662,"{'AMCMATADOR|CLASS|MID-SIZECAR', 'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|ALTERNATIVENAME|VAMCLASSIC', 'AMCMATADOR|ENGINE|AMCSTRAIGHT-6ENGINE'}"
52664,"{'AMCMATADOR|CLASS|MID-SIZECAR', 'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|ALTERNATIVENAME|VAMCLASSIC', 'AMCMATADOR|ENGINE|AMCSTRAIGHT-6ENGINE'}"
52666,"{'AMCMATADOR|CLASS|MID-SIZECAR', 'AMCMATADOR|ASSEMBLY|KENOSHA,WISCONSIN', 'AMCMATADOR|ALTERNATIVENAME|VAMCLASSIC', 'AMCMATADOR|ENGINE|AMCSTRAIGHT-6ENGINE'}"
52700,{'JUANCARLOSIOFSPAIN|PREDECESSOR|FRANCISCOFRANCO'}
52702,{'JUANCARLOSIOFSPAIN|PREDECESSOR|FRANCISCOFRANCO'}
52712,"{'ANAHEIM,CALIFORNIA|ISPARTOF|ORANGECOUNTY,CALIFORNIA', 'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES'}"
52714,"{'ANAHEIM,CALIFORNIA|ISPARTOF|ORANGECOUNTY,CALIFORNIA', 'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES'}"
52866,{'ALEKSANDRAKOVAC|GENRE|RHYTHMANDBLUES'}
52868,{'ALEKSANDRAKOVAC|GENRE|RHYTHMANDBLUES'}
52870,{'ALEKSANDRAKOVAC|GENRE|RHYTHMANDBLUES'}
52908,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES'}"
52910,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES'}"
52912,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', '300NORTHLASALLE|LOCATION|CHICAGO', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', 'CHICAGO|COUNTRY|UNITEDSTATES'}"
52948,"{'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|ACADEMICSTAFFSIZE|737', 'DENMARK|LEADERNAME|LARSLOKKERASMUSSEN', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|COUNTRY|DENMARK', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|ESTABLISHED|1928', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|CITY|AARHUS', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|DEAN|THOMASPALLESEN', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|AFFILIATION|EUROPEANUNIVERSITYASSOCIATION'}"
52950,"{'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|ACADEMICSTAFFSIZE|737', 'DENMARK|LEADERNAME|LARSLOKKERASMUSSEN', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|COUNTRY|DENMARK', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|ESTABLISHED|1928', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|CITY|AARHUS', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|DEAN|THOMASPALLESEN', 'SCHOOLOFBUSINESSANDSOCIALSCIENCESATTHEAARHUSUNIVERSITY|AFFILIATION|EUROPEANUNIVERSITYASSOCIATION'}"
52964,"{'ALLANSHIVERS|ACTIVEYEARSSTARTDATE|1947-01-21', 'ALLANSHIVERS|MILITARYBRANCH|UNITEDSTATESARMY', 'WORLDWARII|COMMANDER|JOSEPHSTALIN', 'ALLANSHIVERS|BATTLES|WORLDWARII'}"
52966,"{'ALLANSHIVERS|ACTIVEYEARSSTARTDATE|1947-01-21', 'ALLANSHIVERS|MILITARYBRANCH|UNITEDSTATESARMY', 'WORLDWARII|COMMANDER|JOSEPHSTALIN', 'ALLANSHIVERS|BATTLES|WORLDWARII'}"
52968,"{'ALLANSHIVERS|ACTIVEYEARSSTARTDATE|1947-01-21', 'ALLANSHIVERS|MILITARYBRANCH|UNITEDSTATESARMY', 'WORLDWARII|COMMANDER|JOSEPHSTALIN', 'ALLANSHIVERS|BATTLES|WORLDWARII'}"
53230,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCALANIAVLADIKAVKAZ'}"
53232,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCALANIAVLADIKAVKAZ'}"
53234,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCALANIAVLADIKAVKAZ'}"
53240,{'ANDREWWHITE(MUSICIAN)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MARRYBANILOW'}
53242,{'ANDREWWHITE(MUSICIAN)|ASSOCIATEDBAND/ASSOCIATEDMUSICALARTIST|MARRYBANILOW'}
53314,"{'AYAMPENYET|REGION|MALAYSIA', 'AYAMPENYET|COUNTRY|INDONESIA'}"
53316,"{'AYAMPENYET|REGION|MALAYSIA', 'AYAMPENYET|COUNTRY|INDONESIA'}"
53318,"{'AYAMPENYET|REGION|MALAYSIA', 'AYAMPENYET|COUNTRY|INDONESIA'}"
53486,"{'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
53488,"{'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
53490,"{'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
53492,"{'AUDIA1|LAYOUT|FRONT-ENGINE,FRONT-WHEEL-DRIVELAYOUT', 'AUDIA1|ASSEMBLY|AUDIBRUSSELS', 'AUDIA1|ENGINE|1.2(LITRES)', 'AUDIA1|CLASS|SUPERMINI'}"
53494,"{'AUDIA1|LAYOUT|FRONT-ENGINE,FRONT-WHEEL-DRIVELAYOUT', 'AUDIA1|ASSEMBLY|AUDIBRUSSELS', 'AUDIA1|ENGINE|1.2(LITRES)', 'AUDIA1|CLASS|SUPERMINI'}"
